anio,mes,maquina,central,agente,agente_descripcion,region,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta_MWh,indice_tiempo
2012,01,3ARRDI01,3ARR,QUIL3A3A,QUILMES - PLANTA TRES ARROYOS,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2012-01
2012,01,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,21868.984,2012-01
2012,01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,24144.517,2012-01
2012,01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,24259.713,2012-01
2012,01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,26832.135,2012-01
2012,01,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,28038.49,2012-01
2012,01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,81358.227,2012-01
2012,01,ACAJTV07,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,119023.842,2012-01
2012,01,ADTOHI,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,33731.474,2012-01
2012,01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,161970.868,2012-01
2012,01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,159869.784,2012-01
2012,01,AESPTV01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,193938.412,2012-01
2012,01,ALEMDI01,ALEM,CTALEMNG,CT ALEM - ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,4082.979,2012-01
2012,01,ALICHI,ALICHI,HALICURG,AES ALICURA.,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Alicurá,Comahue,100241.172,2012-01
2012,01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,9822.589,2012-01
2012,01,ALUMDI01,ALUM,CTALUMIG,CT ALUMINÉ - ENARSA,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,13.375,2012-01
2012,01,AMEGHI,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Patagonia,11705.38,2012-01
2012,01,ANATDI01,ANAT,CTANATUG,CT AÑATUYA - ENARSA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,7670.154,2012-01
2012,01,ANATDI02,ANAT,CTANAT2G,CT AÑATUYA II - ENARSA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2605.968,2012-01
2012,01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,1077.474,2012-01
2012,01,ARAUEO,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,Argentina,EOLICA,Renovable,EOL,,Noa,844.759,2012-01
2012,01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,79593.541,2012-01
2012,01,ARISDI01,ARIS,CTARISTG,CT ARISTOBULO DEL VALLE-ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,7475.315,2012-01
2012,01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,467.284,2012-01
2012,01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1722.28,2012-01
2012,01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,13120.122,2012-01
2012,01,ARREDI01,ARRE,CTARRECG,CT ARRECIFES-ENARSA,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2740.287,2012-01
2012,01,ARROHI,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Arroyito,Comahue,39333.976,2012-01
2012,01,ARROHINU,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Arroyito,Comahue,2961.15,2012-01
2012,01,ATUCNUCL,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,237003.48,2012-01
2012,01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,1202.278,2012-01
2012,01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,15269.922,2012-01
2012,01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,15444.56,2012-01
2012,01,AVALTV11,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,7822.867,2012-01
2012,01,AVALTV12,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,8827.191,2012-01
2012,01,BARIDI01,BARI,CTBARILG,CT BARILOCHE - ENARSA,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,0,2012-01
2012,01,BARKTG01,BARK,LOMABA3A,LOMA NEGRA - Pta. Barker,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2012-01
2012,01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,127395.627,2012-01
2012,01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,148278.863,2012-01
2012,01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,7574.533,2012-01
2012,01,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2012-01
2012,01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,112088.585,2012-01
2012,01,BSASTV01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,54605.79,2012-01
2012,01,BVILDI01,BVIL,CTBELLVG,CT BELL VILLE - ENARSA,CENTRO,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,6177.698,2012-01
2012,01,CACHDI01,CACH,EDESASAG,EDESASA GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,0,2012-01
2012,01,CACHHI,CACHHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,41417.541,2012-01
2012,01,CADIHI,CADIHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,2700.08,2012-01
2012,01,CAFADI01,CAFA,EDESASAG,EDESASA GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,0,2012-01
2012,01,CALEHI,CALEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,882.635,2012-01
2012,01,CARRHI,CARRHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,8862.563,2012-01
2012,01,CASSHI,CASSHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,3397.501,2012-01
2012,01,CASTDI01,CAST,CTCASTEG,CT CASTELLI - ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,4657.426,2012-01
2012,01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2229.5,2012-01
2012,01,CATDDI01,CATD,CTCATAMG,CT CATAMARCA - ENARSA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,7685.773,2012-01
2012,01,CAVIDI01,CAVI,CTCAVIAG,CT CAVIAHUE - ENARSA,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,0,2012-01
2012,01,CCOLHI,CCOLHI,CHCARACG,C.H.LOS CARACOLES - EPSE,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,0,2012-01
2012,01,CCORHI,CCORHI,AESJURAG,AES JURAMENTO,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,17464.606,2012-01
2012,01,CDPITG21,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,Argentina,TURBO GAS,Térmica,TG,,Cuyo,0,2012-01
2012,01,CEJEHI,CEJEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,30.087,2012-01
2012,01,CEN4DI01,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,26.23,2012-01
2012,01,CEN4DI01,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,26.23,2012-01
2012,01,CEN4DI02,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,162.076,2012-01
2012,01,CEN4DI02,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,162.076,2012-01
2012,01,CEN4DI03,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,28.664,2012-01
2012,01,CEN4DI03,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,28.664,2012-01
2012,01,CEN4DI04,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,141.459,2012-01
2012,01,CEN4DI04,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,141.459,2012-01
2012,01,CEN4DI05,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,5.332,2012-01
2012,01,CEN4DI05,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,5.332,2012-01
2012,01,CEN4DI06,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,44.007,2012-01
2012,01,CEN4DI06,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,44.007,2012-01
2012,01,CEN4DI07,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,81.971,2012-01
2012,01,CEN4DI07,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,81.971,2012-01
2012,01,CEN4DI08,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,23.248,2012-01
2012,01,CEN4DI08,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,23.248,2012-01
2012,01,CEN4DI09,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,0,2012-01
2012,01,CEN4DI09,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2012-01
2012,01,CEN4DI10,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,11.479,2012-01
2012,01,CEN4DI10,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,11.479,2012-01
2012,01,CEN4DI11,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,32.318,2012-01
2012,01,CEN4DI11,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,32.318,2012-01
2012,01,CEN4DI12,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,9.906,2012-01
2012,01,CEN4DI12,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,9.906,2012-01
2012,01,CEN4DI13,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,13.109,2012-01
2012,01,CEN4DI13,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,13.109,2012-01
2012,01,CEN4DI14,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,19.141,2012-01
2012,01,CEN4DI14,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,19.141,2012-01
2012,01,CEN8DI01,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,23.3,2012-01
2012,01,CEN8DI01,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,23.3,2012-01
2012,01,CEN8DI02,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,572.8,2012-01
2012,01,CEN8DI02,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,572.8,2012-01
2012,01,CEN8DI03,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,58.82,2012-01
2012,01,CEN8DI03,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,58.82,2012-01
2012,01,CEN8DI04,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,58.4,2012-01
2012,01,CEN8DI04,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,58.4,2012-01
2012,01,CEN8DI05,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,87,2012-01
2012,01,CEN8DI05,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,87,2012-01
2012,01,CEN8DI06,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,434.9,2012-01
2012,01,CEN8DI06,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,434.9,2012-01
2012,01,CEN8DI07,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,0,2012-01
2012,01,CEN8DI07,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2012-01
2012,01,CEN8DI08,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,0,2012-01
2012,01,CEN8DI08,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2012-01
2012,01,CEN8DI09,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,56.188,2012-01
2012,01,CEN8DI09,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,56.188,2012-01
2012,01,CEN8DI10,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,78.78,2012-01
2012,01,CEN8DI10,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,78.78,2012-01
2012,01,CEN8DI11,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,13.4,2012-01
2012,01,CEN8DI11,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,13.4,2012-01
2012,01,CEN8DI12,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,7.37,2012-01
2012,01,CEN8DI12,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,7.37,2012-01
2012,01,CEN8DI13,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,36.931,2012-01
2012,01,CEN8DI13,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,36.931,2012-01
2012,01,CEN8DI14,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,13.2,2012-01
2012,01,CEN8DI14,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,13.2,2012-01
2012,01,CEN8DI15,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,64.67,2012-01
2012,01,CEN8DI15,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,64.67,2012-01
2012,01,CEN8DI16,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,143.3,2012-01
2012,01,CEN8DI16,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,143.3,2012-01
2012,01,CEN8DI17,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,49.4,2012-01
2012,01,CEN8DI17,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,49.4,2012-01
2012,01,CEN8DI18,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,2.594,2012-01
2012,01,CEN8DI18,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,2.594,2012-01
2012,01,CEN8DI19,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,66.51,2012-01
2012,01,CEN8DI19,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,66.51,2012-01
2012,01,CEN8DI20,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,CENTRO,Argentina,GENERAC. MOVIL,Térmica,DI,,Centro,28.77,2012-01
2012,01,CEN8DI20,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,28.77,2012-01
2012,01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,138471.345,2012-01
2012,01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,128527.193,2012-01
2012,01,CEPUTV10,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,147190.599,2012-01
2012,01,CERITV01,CERI,ECOENERG,ECOENERGÍA - PETROBRAS,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,4100.85,2012-01
2012,01,CHARDI01,CHAR,CTCHARAG,CT CHARATA - ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,937.153,2012-01
2012,01,CHARDI02,CHAR,CTCHARAG,CT CHARATA - ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,903.18,2012-01
2012,01,CHILDI01,CHIL,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,0,2012-01
2012,01,CHLEDI01,CHLE,CTCHILEG,CT CHILECITO - ENARSA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2276.798,2012-01
2012,01,CHOCHI,CHOCHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Chocón,Comahue,168137.088,2012-01
2012,01,CIPODI01,CIPO,CTCIPOLG,CT CIPOLLETI - ENARSA,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,43.109,2012-01
2012,01,COLBDI01,COLB,CTCOLBSG,CT COLON BS.AS - ENARSA,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,3705.45,2012-01
2012,01,CONDHI,CONDHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,20310.902,2012-01
2012,01,COROHI,COROHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,3631.867,2012-01
2012,01,CORRDI01,CORR,CTCORRIG,CT CORRIENTES - ENARSA,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,5808.99,2012-01
2012,01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,121391.955,2012-01
2012,01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,136184.85,2012-01
2012,01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,13996.278,2012-01
2012,01,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2012-01
2012,01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,11906.82,2012-01
