anio,mes,maquina,central,agente,agente_descripcion,region,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta_MWh,indice_tiempo
2015,02,NECOTV01,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,7800.123,2015-02
2015,02,NECOTV02,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,14462.234,2015-02
2015,02,NECOTV03,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,26670.372,2015-02
2015,02,NECOTV04,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,29850.358,2015-02
2015,02,NESPDI01,NESP,EDESAEGG,EMP.DIS.S.ESTERO GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,180.374,2015-02
2015,02,NIDETV,NIDE,NIDEJU1A,NIDERA SAFORCADA-Junin,BUENOS AIRES,Argentina,BIOMASA,Renovable,TV,,Gba - Litoral - Buenos Aires,0,2015-02
2015,02,NIDETV,NIDE,NIDEJU1A,NIDERA SAFORCADA-Junin,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2015-02
2015,02,NIH1HI,NIH1HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,17240.02,2015-02
2015,02,NIH2HI,NIH2HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,16617.349,2015-02
2015,02,NIH3HI,NIH3HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Cuyo,6629.96,2015-02
2015,02,NIH3HI,NIH3HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,6629.96,2015-02
2015,02,NIH4HI,NIH4HI,HNIHUIVG,HIDR NIHUIL IV (EMSE SE),CUYO,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Cuyo,3641.781,2015-02
2015,02,NIH4HI,NIH4HI,HNIHUIVG,HIDR NIHUIL IV (EMSE SE),CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,3641.781,2015-02
2015,02,NIH4HI,NIH4HI,HNIHUIVG,HIDR NIHUIL IV (EMSE SE),CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,3641.781,2015-02
2015,02,NOA0DI01,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,18.2,2015-02
2015,02,NOA0DI01,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,18.2,2015-02
2015,02,NOA0DI02,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,211.79,2015-02
2015,02,NOA0DI02,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,211.79,2015-02
2015,02,NOA0DI03,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,15.1,2015-02
2015,02,NOA0DI03,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,15.1,2015-02
2015,02,NOA0DI04,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,186.81,2015-02
2015,02,NOA0DI04,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,186.81,2015-02
2015,02,NOA0DI05,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,212.22,2015-02
2015,02,NOA0DI05,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,212.22,2015-02
2015,02,NOA0DI06,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2015-02
2015,02,NOA0DI06,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,0,2015-02
2015,02,NOA0DI07,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,19.73,2015-02
2015,02,NOA0DI07,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,19.73,2015-02
2015,02,NOA0DI08,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,209.02,2015-02
2015,02,NOA0DI08,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,209.02,2015-02
2015,02,NOA0DI09,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2015-02
2015,02,NOA0DI09,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,0,2015-02
2015,02,NOA0DI10,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,213.36,2015-02
2015,02,NOA0DI10,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,213.36,2015-02
2015,02,NOA0DI11,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,17.44,2015-02
2015,02,NOA0DI11,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,17.44,2015-02
2015,02,NOA0DI12,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,19.61,2015-02
2015,02,NOA0DI12,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,19.61,2015-02
2015,02,NOA0DI13,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,19.21,2015-02
2015,02,NOA0DI13,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,19.21,2015-02
2015,02,NOA0DI14,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,168.04,2015-02
2015,02,NOA0DI14,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,168.04,2015-02
2015,02,NOA0DI15,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,19.19,2015-02
2015,02,NOA0DI15,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,19.19,2015-02
2015,02,NOA0DI16,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,18.67,2015-02
2015,02,NOA0DI16,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,18.67,2015-02
2015,02,NOA0DI17,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,221.54,2015-02
2015,02,NOA0DI17,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,221.54,2015-02
2015,02,NOA0DI18,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,156.11,2015-02
2015,02,NOA0DI18,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,156.11,2015-02
2015,02,NOA0DI19,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,18.68,2015-02
2015,02,NOA0DI19,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,18.68,2015-02
2015,02,NOA0DI20,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,18.44,2015-02
2015,02,NOA0DI20,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,18.44,2015-02
2015,02,NOA0DI21,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,18.26,2015-02
2015,02,NOA0DI21,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,18.26,2015-02
2015,02,NOA0DI22,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,46.66,2015-02
2015,02,NOA0DI22,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,46.66,2015-02
2015,02,NOA0DI23,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,212.87,2015-02
2015,02,NOA0DI23,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,212.87,2015-02
2015,02,NOA0DI24,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,191.69,2015-02
2015,02,NOA0DI24,NOMO,UGMNOA1G,UGEM 10 - NOA - ENARSA,NOROESTE,Argentina,GENERAC. MOVIL,Térmica,DI,,Noa,191.69,2015-02
2015,02,NPUETV04,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2015-02
2015,02,NPUETV05,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,22973.499,2015-02
2015,02,NPUETV06,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2015-02
2015,02,OBERTG01,OBER,EMISSANG,EMSA GENERACION,NORESTE,Argentina,TURBO GAS,Térmica,TG,,Nea,1512,2015-02
2015,02,OLADTG01,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,4768.067,2015-02
2015,02,OLADTG02,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,4825.731,2015-02
2015,02,OLAVDI01,OLAV,LOMAOL3A,LOMA NEGRA - PTA. OLAVARRIA,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2015-02
2015,02,ORADDI01,ORAD,CTORANSG,CT ORAN - SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2870.517,2015-02
2015,02,ORANDI03,ORAN,EDESASAG,EDESASA GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,0,2015-02
2015,02,PAGUHI,PAGUHI,HPAGUILG,HIDR. PIEDRA DEL AGUILA S.A.,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Piedra del Águila,Comahue,180242.072,2015-02
2015,02,PARATG01,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,4335.49,2015-02
2015,02,PARATG02,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,4379.087,2015-02
2015,02,PATATG01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,22843.629,2015-02
2015,02,PATATG02,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,22126.311,2015-02
2015,02,PATATV01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,27729.102,2015-02
2015,02,PBANHI,PBANHI,HCERROCG,HIDR. CERROS COLORADOS S.A.,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Planicie Banderita,Comahue,76913.264,2015-02
2015,02,PEHUDI01,PEHU,CTPEHUSG,CT PEHUAJO - SOENERGY,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,6782.344,2015-02
2015,02,PHDZTG01,PHDZ,YPF-PHQA,YPF YAC P.HERNANDEZ AUTOG,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,441.537,2015-02
2015,02,PHUITG01,PHUI,YPFPHUQA,YPF Autogenerador Pza. Huincul,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,7393.452,2015-02
2015,02,PICADI01,PICA,CTPINDSG,CT PARQUE INDUSTR.CATAM-SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2095.054,2015-02
2015,02,PILATG11,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,Argentina,TURBO GAS,Térmica,CC,,Centro,81741.25,2015-02
2015,02,PILATG12,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,Argentina,TURBO GAS,Térmica,CC,,Centro,83132.075,2015-02
2015,02,PILATV01,PILA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO VAPOR,Térmica,TV,,Centro,8192.09,2015-02
2015,02,PILATV02,PILA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO VAPOR,Térmica,TV,,Centro,15506.376,2015-02
2015,02,PILATV03,PILA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO VAPOR,Térmica,TV,,Centro,1922.067,2015-02
2015,02,PILATV04,PILA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO VAPOR,Térmica,TV,,Centro,17298.336,2015-02
2015,02,PILATV10,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,Argentina,TURBO VAPOR,Térmica,CC,,Centro,73502.35,2015-02
2015,02,PINATG07,PINA,CTPINAMG,CT PINAMAR - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,2964.98,2015-02
2015,02,PINATG08,PINA,CTPINAMG,CT PINAMAR - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,2232.881,2015-02
2015,02,PINATG09,PINA,CTPINAMG,CT PINAMAR - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,3104.093,2015-02
2015,02,PINATG10,PINA,CTPINAMG,CT PINAMAR - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,2133.23,2015-02
2015,02,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,15013.489,2015-02
2015,02,PIRADI01,PIRA,CTPIRASG,CT PIRANE - SULLAIR,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,3549.791,2015-02
2015,02,PMADTG21,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2015-02
2015,02,PMADTG22,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2015-02
2015,02,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Centro,3871.177,2015-02
2015,02,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,3871.177,2015-02
2015,02,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,3871.177,2015-02
2015,02,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Centro,3871.177,2015-02
2015,02,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,73364.102,2015-02
2015,02,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,78292.782,2015-02
2015,02,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,125139.923,2015-02
2015,02,POSATG02,POSA,EMISSANG,EMSA GENERACION,NORESTE,Argentina,TURBO GAS,Térmica,TG,,Nea,0,2015-02
2015,02,PPATDI01,PPAT,CTPATRTG,CT PASO LA PATRIA-TURBODISEL,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1154.549,2015-02
2015,02,PPLEHI,PPLEHI,PPLEUFUG,PICHI PICUN LEUFU,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Pichi,Comahue,36166.28,2015-02
2015,02,PPNOTG01,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,30046.488,2015-02
2015,02,PPNOTG02,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,26933.4,2015-02
2015,02,PROVTV01,PROV,ARCOLPTA,ARCOR ING.LA PROVIDENCIA,NOROESTE,Argentina,BIOMASA,Renovable,BIOM,,Noa,0,2015-02
2015,02,PROVTV01,PROV,ARCOLPTA,ARCOR ING.LA PROVIDENCIA,NOROESTE,Argentina,TURBO VAPOR,Renovable,BIOM,,Noa,0,2015-02
2015,02,PTR1TG23,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,3996.75,2015-02
2015,02,PTR1TG24,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2015-02
2015,02,PTR1TG25,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,1046.083,2015-02
2015,02,PUPITV01,PUPI,APARPPNA,ALTO PARANA-PTO.PIRAY,NORESTE,Argentina,BIOMASA,Renovable,BIOM,,Nea,1460.018,2015-02
2015,02,PUPITV01,PUPI,APARPPNA,ALTO PARANA-PTO.PIRAY,NORESTE,Argentina,TURBO VAPOR,Renovable,BIOM,,Nea,1460.018,2015-02
2015,02,PVIEHI,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Noa,8924.882,2015-02
2015,02,PVIEHI,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,8924.882,2015-02
2015,02,PVIEHI,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,8924.882,2015-02
2015,02,PVIEHI,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Noa,8924.882,2015-02
2015,02,QULLHI,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Cuyo,6799.599,2015-02
2015,02,QULLHI,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,6799.599,2015-02
2015,02,QULLHI,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,6799.599,2015-02
2015,02,QULLHI,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Cuyo,6799.599,2015-02
2015,02,RAFADI01,RAFA,CTRAFASG,CT RAFAELA - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,725.004,2015-02
2015,02,RAW1EO,RAW1EO,PERAWS1G,P.EOLICO RAWSON I - ENARSA,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,12643.645,2015-02
2015,02,RAW2EO,RAW2EO,PERAWS2G,P.EOLICO RAWSON II - ENARSA,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,8082.511,2015-02
2015,02,RCUATG01,RCUA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,0,2015-02
2015,02,RCUATG02,RCUA,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,1575.068,2015-02
2015,02,REALDI01,REAL,CTREALSG,CT REALICO - SECCO,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,3299.149,2015-02
2015,02,REOLHI,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Centro,13581.005,2015-02
2015,02,REOLHI,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,13581.005,2015-02
2015,02,REOLHI,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,13581.005,2015-02
2015,02,REOLHI,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Centro,13581.005,2015-02
2015,02,RESCDI01,RESC,CTREMEAG,C.T.REMED.DE ESCALADA -AGGREKO,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1029.605,2015-02
2015,02,RGDEHB,RGDEHB,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURB + BOMBA HI,Hidráulica,HID,Río Grande,Centro,61371.396,2015-02
2015,02,RHONHI,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Noa,10849.989,2015-02
2015,02,RHONHI,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,10849.989,2015-02
2015,02,RHONHI,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,10849.989,2015-02
2015,02,RHONHI,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Noa,10849.989,2015-02
2015,02,ROCATG01,ROCA,CTROCARG,CT ROCA SA,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,33985.844,2015-02
2015,02,ROMEHI,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Comahue,2906.113,2015-02
2015,02,ROMEHI,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,2906.113,2015-02
2015,02,ROMEHI,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Comahue,2906.113,2015-02
2015,02,ROMEHI,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HR,Resto Hidráulico,Comahue,2906.113,2015-02
2015,02,RREYHI,RREYHI,HREYESYG,HIDROELECTRICA REYES EJSEDSA,NOROESTE,Argentina,HIDRAULICA <=50,Hidráulica,HR,Resto Hidráulico,Noa,1939.277,2015-02
2015,02,RREYHI,RREYHI,HREYESYG,HIDROELECTRICA REYES EJSEDSA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,1939.277,2015-02
