anio,mes,agente_nemo,agente_descripcion,tipo_agente,region,provincia,categoria_area,categoria_demanda,tarifa,categoria_tarifa,demanda_MWh,indice_tiempo
2012,01,AARGTAOY,AEROP ARG 2000 - Aeroparque,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2222.628,2012-01
2012,01,ACARQQ3Y,ASOC.COOP.ARG. - Quequén,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,536.858,2012-01
2012,01,ACARSLSY,ASOC.COOP.ARG. - San Lorenzo,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,336.297,2012-01
2012,01,ACINROSY,ACINDAR ROSARIO EX-NAVARRO,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,601.066,2012-01
2012,01,ACINTBOY,ACINDAR PTA. TABLADA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3076.618,2012-01
2012,01,ACINVCSZ,ACINDAR PTA. V. CONSTITUCION,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,68179.459,2012-01
2012,01,ACUYLCMY,ACEROS CUYANOS S.A.- L.DE CUYO,GU,CUYO,MENDOZA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,703.186,2012-01
2012,01,AEEZECCY,AEROP ARG 2000 EX FAA EZEIZA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,5584.473,2012-01
2012,01,AGEABACY,ARTE GRAFICO EDIT. ARG. SA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1218.18,2012-01
2012,01,AGEATACY,ARTE GRAFICA EDIT.Pta.Tacuari,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,631.637,2012-01
2012,01,AGFAFVCY,AGFA GEVAERT ARGENTINA SA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,292.244,2012-01
2012,01,AGRIPTCY,ARTES GRAFICAS RIOPLATENSE SA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1245.103,2012-01
2012,01,AIRLBB2Z,AIR LIQUIDE - Pta.Bahia Blanca,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3947.187,2012-01
2012,01,AIRLESOY,AIR LIQUIDE - Escobar,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,101.959,2012-01
2012,01,AIRLLACY,AIR LIQUIDE - Llavallol,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1879.012,2012-01
2012,01,AIRLNSIY,AIR LIQUIDE - Ensenada,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3031.95,2012-01
2012,01,AIRLSN1Y,AIR LIQUIDE - P3 SIDERAR,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2011.403,2012-01
2012,01,AIRLVCSY,AIR LIQUIDE - V.Constitucion,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,6784.856,2012-01
2012,01,AKZ2SLSY,AKZO NOBEL ARGENT.SA  - EX ICI,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2671.565,2012-01
2012,01,AKZOGAOY,AKZO NOBEL ARG.-EX ALBA,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,533.504,2012-01
2012,01,ALPAHOCY,ALVEAR PALACE HOTEL S.A. E I.,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,887.513,2012-01
2012,01,ALPAVACY,ALPARGATAS CALZADOS - F Varela,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,377.906,2012-01
2012,01,ALPLAVOY,ALPLA AVELLANEDA S.A. - Pilar,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3847.478,2012-01
2012,01,ALTOAPOY,ALTO PALERMO SA(EX-APSA y SHO),GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1642.219,2012-01
2012,01,ALUAMAUZ,ALUAR SA,GU,PATAGONICA,CHUBUT,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,44471.361,2012-01
2012,01,AMCOPIOY,AMCOR PET PACK.ARG.(LUBEPIOY),GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2825.542,2012-01
2012,01,ANDIGPOY,ANDINA EMPAQUES ARG.S.A.,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2856.097,2012-01
2012,01,APARBONY,ALTO PARANA-PTO.BOSSETI,GU,NORESTE,MISIONES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,57.45,2012-01
2012,01,APARESNY,ALTO PARANA-PTO.ESPERANZA,GU,NORESTE,MISIONES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3329.415,2012-01
2012,01,APARPPNA,ALTO PARANA-PTO.PIRAY,AG,NORESTE,MISIONES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1226.736,2012-01
2012,01,APARSMSY,ALTO PARANA-EX FAPLAC,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1016.255,2012-01
2012,01,APARZA1Y,ALTO PARANA - EX-FAPLAC S.A.,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2703.511,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,Alumbrado Publico,Residencial,3975.129,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,6518.991,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,5971.351,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,12686.903,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,4660.389,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,3107.389,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,663.292,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,28189.139,2012-01
2012,01,APELPALD,APELP,DI,COMAHUE,LA PAMPA,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,13723.795,2012-01
2012,01,APLAMAOY,AMERICAN PLAST Pta. Malv. Arg.,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1765.52,2012-01
2012,01,APSAABCY,ALTO PALERMO S.A. Sh. Abasto,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2696.391,2012-01
2012,01,APSAAVCY,ALTO AVELLANED SHOP EXDUMSAVCY,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1759.333,2012-01
2012,01,APSABUCY,ALTO PALERMO S.A. P.BULLRICH,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,772.288,2012-01
2012,01,APSAPAOY,PASEO ALCORTA EX NEW SHOPPING,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1067.922,2012-01
2012,01,APSASAAY,ALTO PALERMO S.A. - Alto NOA,GU,NOROESTE,SALTA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,957.601,2012-01
2012,01,ARCOCCXY,ARCOR SA Colonia Caroya,GU,CENTRO,CORDOBA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1604.61,2012-01
2012,01,ARCOLPTY,ARCOR ING.LA PROVIDENCIA,GU,NOROESTE,TUCUMAN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,254.173,2012-01
2012,01,ARCOMITY,ARCOR SA DIV. MISKY,GU,NOROESTE,TUCUMAN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2331.576,2012-01
2012,01,ARCOMSXA,ARCOR MARIO SEVESO ARROYITO,AG,CENTRO,CORDOBA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,830.034,2012-01
2012,01,ARCOREKY,ARCOR SA DIV. RECREO,GU,NOROESTE,CATAMARCA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1192.134,2012-01
2012,01,ARCOSLDY,ARCOR S.A. - EX ESTIRENOS SA,GU,CENTRO,SAN LUIS,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,724.314,2012-01
2012,01,ARCOSP1Y,ARCOR SA San Pedro,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2283.633,2012-01
2012,01,ARCOVMDY,ARCOR SA DIV. VILLA MERCEDES,GU,CENTRO,SAN LUIS,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,627.554,2012-01
2012,01,ARZCFBSY,AR ZINC SA - EX SULFACID,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,852.84,2012-01
2012,01,ATANBA1Y,ATANOR Pta. Baradero,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,631.591,2012-01
2012,01,ATANPIOY,ATANOR - Pilar,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1427.813,2012-01
2012,01,ATANR3XY,ATANOR- Planta Rio III (Cba.),GU,CENTRO,CORDOBA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,11699.74,2012-01
2012,01,ATANSN1Y,ATANOR Pta. San Nicolas,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,352.989,2012-01
2012,01,AVEXLLCY,AVEX S.A.,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,721.622,2012-01
2012,01,AXIOCA1Z,AXION-Pta Campana exESSOCA1Z,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3114.21,2012-01
2012,01,AXISGAOY,AXIS LOGISTICA S.A. - Garin,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1473.194,2012-01
2012,01,AYSA3FOY,AYSA - Planta Tres de Febrero,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1623.738,2012-01
2012,01,AYSABECY,AYSA - Est Elevadora Bernal 2,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1006.56,2012-01
2012,01,AYSABOCY,AYSA - Planta Boca-Barracas,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,431.148,2012-01
2012,01,AYSACBCY,AYSA - Est Elevadora Caballito,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2617.575,2012-01
2012,01,AYSACTCY,AYSA - Est Elevadora Centro,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1175.309,2012-01
2012,01,AYSAFLCY,AYSA - Est Elevadora Floresta,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1270.005,2012-01
2012,01,AYSALACY,AYSA - Est Elevadora Lanus,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2872.178,2012-01
2012,01,AYSALMOY,AYSA - Est Elevadora Matanza,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3554.991,2012-01
2012,01,AYSAMBCY,AYSA - Planta Manuel Belgrano,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,4341.637,2012-01
2012,01,AYSAMOOY,AYSA - Planta Morón,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1262.591,2012-01
2012,01,AYSANOOY,AYSA - Planta Norte,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,546.105,2012-01
2012,01,AYSAPACY,AYSA - Est Elevadora Paitovi,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1780.271,2012-01
2012,01,AYSAQICY,AYSA - Pta Elevadora Quilmes,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2222.679,2012-01
2012,01,AYSASAOY,AYSA - Est Elevadora Saavedra,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1316.638,2012-01
2012,01,AYSASMOY,AYSA - Planta San Martin,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,8851.107,2012-01
2012,01,AYSAVAOY,AYSA - Est Elevadora V.Adelina,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3760.028,2012-01
2012,01,AYSAVDCY,AYSA - Est Elevadora V.Devoto,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1681.186,2012-01
2012,01,AYSAWICY,AYSA - Est Elevadora Wilde,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2666.689,2012-01
2012,01,AZAPLAYY,ACEROS ZAPLA S.A.,GU,NOROESTE,JUJUY,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,8124.357,2012-01
2012,01,AZUCTETA,AZUCARERA JUAN M.TERAN SA,AG,NOROESTE,TUCUMAN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,0,2012-01
2012,01,BACTPNOY,BS.AS. CONTAINER SERV.- PNuevo,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,468.993,2012-01
2012,01,BAGAMEDY,BAGLEY ARG.S.A.EX GALLET.ARCOR,GU,CENTRO,SAN LUIS,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1812.981,2012-01
2012,01,BAGASA1Y,BAGLEY ARG. - Salto,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1886.192,2012-01
2012,01,BIMBPIOY,BIMBO SA - Pta. Pilar,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,973.99,2012-01
2012,01,BOLSCO1Y,BOLSARPIL S.A. - Colon (BsAs),GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,90.199,2012-01
2012,01,BUNGCA1Z,BUNGE CAMPANA EX PASA,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,6517.013,2012-01
2012,01,BUNGRA1Z,BUNGE ARGENTINA - Ramallo,GU,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,4528.254,2012-01
2012,01,BUNGSJSY,BUNGE ARGENTINA PTA.S.JERONIMO,GU,LITORAL,SANTA FE,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1600.858,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,Alumbrado Publico,Residencial,309.263,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,107.909,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,361.194,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,849.88,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,108.02,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,54.492,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,17.327,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,1745.673,2012-01
2012,01,C16OCTUW,COOP. 16 DE OCTUBRE,DI,PATAGONICA,CHUBUT,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,971.427,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,708.72,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,Alumbrado Publico,Residencial,506.217,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,180.111,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,880.93,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,1431.037,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,225.912,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,228.117,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,123.943,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,4257.708,2012-01
2012,01,C3AR3A3W,COOP. CELTA - TRES ARROYOS,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,3335.357,2012-01
2012,01,CALBJPOY,CERAMICA ALBERDI - J. C. Paz,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1704.144,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,1427.258,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,Alumbrado Publico,Residencial,1785.715,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,7784.622,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,2892.539,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,4334.1,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,3365.639,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,2557.454,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,654.702,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,15419.287,2012-01
2012,01,CALFAVQW,CALF NEUQUEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,12565.532,2012-01
2012,01,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,AG,COMAHUE,NEUQUEN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,43.967,2012-01
2012,01,CARAHAOY,CARRARO ARG EX- AGCO EX-DEUTZ,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,595.402,2012-01
2012,01,CARECO1W,COOP.DE SAN ANTONIO DE ARECO,DI,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,350.097,2012-01
2012,01,CARECO1W,COOP.DE SAN ANTONIO DE ARECO,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,Alumbrado Publico,Residencial,221.631,2012-01
2012,01,CARECO1W,COOP.DE SAN ANTONIO DE ARECO,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,457.938,2012-01
