serie,SARIMA_MAE,SARIMA_RMSE,VAR_MAE,VAR_RMSE,ML_mejor_modelo,ML_MAE,ML_RMSE
ozono_ppm,0.011052,0.013785,0.008269399486577548,0.010955680872968433,XGBoost,0.008156209751606055,0.010604317770127915
temperatura_c,2.040817,2.511834,1.0623562346038111,1.3112235137257273,LightGBM,1.5115985779301813,1.9126750833739903
radiacion_ghi_wm2,34.865034,67.399116,34.18000144105487,83.50981019729716,LightGBM,27.57129008999456,66.00514475694077
