Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,201382,-,-,-,33.93,-118.42,-8,12,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2020,1,1,0,0,11.700000000000001,1.1,0.054,0.64,0,0,0,0,0,5.4,0,0,0,0,0.314,65.37,169.09,0.88,0.12,1013,1.1,66,2.6,0.0000,0.0000
2020,1,1,0,30,11.600000000000001,1.1,0.054,0.64,0,0,0,0,0,5.4,0,0,0,0,0.314,65.8,166.93,0.88,0.12,1013,1.1,65,2.6,0.0000,0.0000
2020,1,1,1,0,11.5,1.12,0.055,0.64,0,0,0,0,0,5,0,0,0,0,0.314,64.45,162.42000000000002,0.87,0.12,1013,1.1,64,2.5,0.0000,0.0000
2020,1,1,1,30,11.4,1.12,0.055,0.64,0,0,0,0,0,5,0,0,0,0,0.314,64.88,156.92000000000002,0.88,0.12,1013,1.1,60,2.5,0.0000,0.0000
2020,1,1,2,0,11.3,1.1300000000000001,0.059000000000000004,0.64,0,0,0,0,0,4.9,0,0,0,0,0.314,64.54,151,0.88,0.12,1013,1.2000000000000002,55,2.5,0.0000,0.0000
2020,1,1,2,30,11.3,1.1300000000000001,0.059000000000000004,0.64,0,0,0,0,0,4.9,0,0,0,0,0.314,64.54,144.89000000000001,0.88,0.12,1013,1.2000000000000002,50,2.5,0.0000,0.0000
2020,1,1,3,0,11.200000000000001,1.1400000000000001,0.061,0.64,0,0,0,0,0,4.800000000000001,0,0,0,0,0.314,64.5,138.70000000000002,0.88,0.12,1013,1.2000000000000002,45,2.6,0.0000,0.0000
2020,1,1,3,30,11.100000000000001,1.1400000000000001,0.061,0.64,0,0,0,0,7,4.800000000000001,0,0,0,0,0.313,64.93,132.48,0.88,0.12,1013,1.2000000000000002,43,2.6,0.0000,0.0000
2020,1,1,4,0,11,1.12,0.061,0.64,0,0,0,0,7,4.6000000000000005,0,0,0,0,0.313,64.57000000000001,126.27,0.88,0.12,1012,1.2000000000000002,41,2.7,0.0000,0.0000
2020,1,1,4,30,11.100000000000001,1.12,0.061,0.64,0,0,0,0,3,4.6000000000000005,0,0,0,0,0.312,64.15,120.09,0.88,0.12,1012,1.2000000000000002,42,2.7,0.0000,0.0000
