Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,201382,-,-,-,33.93,-118.42,-8,12,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2011,1,1,0,0,7.300000000000001,1.4000000000000001,0.077,0.64,0,0,0,0,6,-0.4,0,0,0,0,0.299,57.95,169.07,0.9,0.17,1016,1.1,97,2.2,0.0000,0.0000
2011,1,1,0,30,7.1000000000000005,1.4000000000000001,0.077,0.64,0,0,0,0,7,-0.4,0,0,0,0,0.299,58.75,166.91,0.9,0.17,1016,1.1,99,2.4000000000000004,0.0000,0.0000
2011,1,1,1,0,6.9,1.4000000000000001,0.075,0.64,0,0,0,0,7,-0.1,0,0,0,0,0.299,60.97,162.42000000000002,0.89,0.17,1016,1.1,101,2.5,0.0000,0.0000
2011,1,1,1,30,6.800000000000001,1.4000000000000001,0.075,0.64,0,0,0,0,2,-0.1,0,0,0,0,0.3,61.38,156.92000000000002,0.89,0.17,1016,1.1,100,2.7,0.0000,0.0000
2011,1,1,2,0,6.7,1.3900000000000001,0.075,0.64,0,0,0,0,4,0.1,0,0,0,0,0.301,62.57,151,0.9,0.17,1017,1.1,100,2.8000000000000003,0.0000,0.0000
2011,1,1,2,30,6.7,1.3900000000000001,0.075,0.64,0,0,0,0,4,0.1,0,0,0,0,0.302,62.57,144.89000000000001,0.9,0.17,1017,1.1,96,2.8000000000000003,0.0000,0.0000
2011,1,1,3,0,6.6000000000000005,1.37,0.073,0.64,0,0,0,0,4,-0.1,0,0,0,0,0.303,62.46,138.70000000000002,0.9,0.17,1017,1,93,2.9000000000000004,0.0000,0.0000
2011,1,1,3,30,6.5,1.37,0.073,0.64,0,0,0,0,2,-0.1,0,0,0,0,0.305,62.89,132.48,0.9,0.17,1017,1,89,2.9000000000000004,0.0000,0.0000
2011,1,1,4,0,6.4,1.35,0.07100000000000001,0.64,0,0,0,0,3,-0.4,0,0,0,0,0.306,62.02,126.27,0.9,0.17,1017,1,84,3,0.0000,0.0000
2011,1,1,4,30,6.300000000000001,1.35,0.07100000000000001,0.64,0,0,0,0,1,-0.4,0,0,0,0,0.307,62.45,120.10000000000001,0.9,0.17,1017,1,82,3,0.0000,0.0000
